epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,165.864,1.12472,2.39014,3.46275,0.00333,4.36401,0.80897,0.20394,0.17783,0.11615,0.80945,0.18824,0.17198,0.1095,1.02035,2.18693,2.2613,0.0042,0,0.00025468,0.00025468,0.00025468
2,298.863,1.14811,2.07715,2.02376,0.00345,3.26488,0.5831,0.21343,0.21371,0.1322,0.58057,0.21128,0.20698,0.11627,1.07959,2.11526,1.84154,0.00455,0,0.000505954,0.000505954,0.000505954
3,433.447,1.19768,2.15124,1.84153,0.00354,2.14271,0.5486,0.25447,0.27203,0.1694,0.53449,0.25337,0.26601,0.15243,1.07812,2.03427,1.76061,0.00452,0,0.000752153,0.000752153,0.000752153
4,567.112,1.17323,2.08714,1.74364,0.00357,1.89986,0.72007,0.23933,0.26427,0.16754,0.54284,0.29164,0.26897,0.14985,1.01058,1.97103,1.53332,0.00412,0,0.000746161,0.000746161,0.000746161
5,699.716,1.14116,1.98986,1.62041,0.00334,1.65009,0.64596,0.29945,0.30819,0.1977,0.67733,0.29983,0.31313,0.19014,1.02363,1.90512,1.43696,0.00419,0,0.000738548,0.000738548,0.000738548
6,832.055,1.11367,1.95789,1.53523,0.00333,1.31633,0.55854,0.31984,0.28545,0.18227,0.61952,0.29165,0.29065,0.17386,1.04131,1.93677,1.3957,0.00434,0,0.000730935,0.000730935,0.000730935
7,963.079,1.11802,1.87404,1.47721,0.00343,1.24191,0.47532,0.35762,0.29447,0.19154,0.47839,0.35114,0.29029,0.1779,1.01402,1.9077,1.43907,0.00411,0,0.000723321,0.000723321,0.000723321
8,1095.21,1.12138,1.91478,1.46843,0.00342,1.24953,0.59882,0.33362,0.31574,0.1993,0.60519,0.33671,0.31587,0.18232,1.02882,1.92293,1.40877,0.00417,0,0.000715708,0.000715708,0.000715708
9,1226.55,1.13481,1.88197,1.44933,0.0034,1.24737,0.47885,0.31712,0.29875,0.19174,0.46417,0.30913,0.28762,0.17229,1.0046,2.00329,1.38899,0.00409,0,0.000708095,0.000708095,0.000708095
10,1358.22,1.11119,1.88897,1.42351,0.00325,1.26665,0.65697,0.2962,0.31601,0.20426,0.64925,0.29468,0.30774,0.18046,0.98403,2.00173,1.31313,0.00401,0,0.000700482,0.000700482,0.000700482
