epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
48,5186.52,1.09677,1.73618,1.11723,0.00309,1.41308,0.65852,0.57099,0.61017,0.43803,0.56609,0.61851,0.60625,0.40483,1.11649,1.96968,1.3284,0.00439,0,0.000668375,0.000668375,0.000668375
49,5289.25,1.09448,1.70861,1.13314,0.00322,1.50213,0.55483,0.61003,0.58099,0.39577,0.57193,0.58691,0.57402,0.36517,1.11554,1.93395,1.32113,0.00442,0,0.000656,0.000656,0.000656
50,5392.85,1.09553,1.67701,1.14214,0.00315,1.47589,0.60731,0.58096,0.61729,0.44072,0.60295,0.57865,0.61087,0.40342,1.09331,1.90929,1.26384,0.00433,0,0.000643625,0.000643625,0.000643625
51,5494.11,1.12277,1.73382,1.16774,0.00321,1.45484,0.59295,0.6259,0.62965,0.45292,0.59487,0.6229,0.62073,0.40837,1.0852,1.97449,1.25914,0.00431,0,0.00063125,0.00063125,0.00063125
52,5596.39,1.11157,1.73873,1.13545,0.00321,1.46337,0.60083,0.60988,0.63723,0.45799,0.70339,0.54861,0.627,0.42955,1.07994,1.91209,1.20472,0.00428,0,0.000618875,0.000618875,0.000618875
53,5698.71,1.07128,1.65911,1.08073,0.00321,1.42522,0.65909,0.57009,0.62408,0.44134,0.65884,0.56749,0.61587,0.41409,1.08862,1.86939,1.19739,0.00432,0,0.0006065,0.0006065,0.0006065
54,5800.46,1.09751,1.67418,1.10607,0.00314,1.3907,0.5911,0.61881,0.64809,0.45829,0.5747,0.61895,0.63838,0.41759,1.11449,1.94181,1.25276,0.00441,0,0.000594125,0.000594125,0.000594125
55,5897.22,1.0966,1.68371,1.13698,0.00303,1.52619,0.63036,0.57526,0.63074,0.44142,0.62966,0.57694,0.62603,0.39861,1.1124,1.89878,1.21727,0.00441,0,0.00058175,0.00058175,0.00058175
56,5994.93,1.0747,1.63346,1.10554,0.00306,1.43249,0.74272,0.53436,0.63821,0.45252,0.74024,0.53124,0.63238,0.41942,1.08847,1.94802,1.25094,0.00434,0,0.000569375,0.000569375,0.000569375
57,6091.49,1.07406,1.56087,1.0362,0.00307,1.36737,0.67679,0.5799,0.62757,0.43763,0.6626,0.57318,0.61836,0.39921,1.07238,1.88456,1.16222,0.00424,0,0.000557,0.000557,0.000557
58,6187.77,1.07827,1.64677,1.09488,0.00318,1.41671,0.63429,0.60136,0.61137,0.4198,0.62372,0.58431,0.59001,0.37839,1.10512,1.915,1.19656,0.00436,0,0.000544625,0.000544625,0.000544625
59,6284.03,1.09857,1.62755,1.08913,0.00303,1.37659,0.66936,0.58361,0.60672,0.43487,0.68331,0.56633,0.59332,0.39691,1.09854,1.9196,1.19531,0.00435,0,0.00053225,0.00053225,0.00053225
60,6380.81,1.05192,1.57574,1.05646,0.00297,1.3935,0.61825,0.64411,0.64368,0.45877,0.61252,0.63927,0.63693,0.41957,1.10676,1.92601,1.19699,0.00442,0,0.000519875,0.000519875,0.000519875
61,6479.49,1.09448,1.66377,1.07525,0.00308,1.35638,0.58537,0.64788,0.66089,0.47213,0.59118,0.63823,0.65705,0.43713,1.09327,1.89905,1.15665,0.0043,0,0.0005075,0.0005075,0.0005075
62,6582.2,1.07552,1.60227,1.06011,0.00308,1.35324,0.62675,0.62164,0.66424,0.47228,0.61019,0.6081,0.64813,0.42577,1.07762,1.933,1.14896,0.00426,0,0.000495125,0.000495125,0.000495125
63,6684.34,1.06868,1.56842,1.03221,0.00302,1.27975,0.60454,0.58905,0.6363,0.45785,0.7228,0.51735,0.62706,0.41684,1.07886,1.87746,1.20197,0.0043,0,0.00048275,0.00048275,0.00048275
64,6786.89,1.03904,1.53845,1.00612,0.00302,1.26702,0.64061,0.62496,0.65076,0.47162,0.64012,0.61948,0.64184,0.42949,1.07647,1.92103,1.18966,0.00418,0,0.000470375,0.000470375,0.000470375
65,6889.16,1.06803,1.60129,1.04465,0.00303,1.32396,0.58276,0.65032,0.65823,0.4765,0.57053,0.64289,0.65202,0.43222,1.05987,1.86088,1.16117,0.00417,0,0.000458,0.000458,0.000458
