epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
48,9322.9,0.93727,1.47306,0.94901,0.00267,0.87766,0.38982,0.42992,0.43612,0.2669,0.3569,0.42551,0.41107,0.24104,0.9803,2.05945,1.1225,0.0039,0,0.000411184,0.000411184,0.000411184
49,9514.62,0.9494,1.46776,0.93305,0.00271,0.85844,0.37098,0.39587,0.39225,0.25762,0.35695,0.38079,0.3773,0.2281,0.94951,1.80051,1.10505,0.00376,0,0.000403571,0.000403571,0.000403571
50,9707.16,0.93932,1.47198,0.93603,0.00266,0.88545,0.48201,0.40402,0.40897,0.26488,0.50235,0.39306,0.39947,0.23789,0.93326,1.82148,1.08279,0.0037,0,0.000395958,0.000395958,0.000395958
51,9899.52,0.95878,1.46606,0.93721,0.00273,0.8494,0.506,0.41733,0.41569,0.26459,0.62082,0.39382,0.4011,0.23714,0.95291,1.78506,1.10475,0.00373,0,0.000388345,0.000388345,0.000388345
52,10091.5,0.95684,1.49541,0.91197,0.00274,0.86751,0.39799,0.44071,0.41914,0.26461,0.57107,0.39223,0.40085,0.23354,0.96006,1.83798,1.13905,0.00378,0,0.000380732,0.000380732,0.000380732
53,10283.5,0.92825,1.42131,0.88372,0.00267,0.84397,0.73668,0.38502,0.41483,0.26101,0.61513,0.40533,0.3954,0.23631,0.95977,1.79763,1.16047,0.00383,0,0.000373119,0.000373119,0.000373119
54,10476.4,0.92502,1.39197,0.88857,0.0026,0.84282,0.5172,0.38708,0.39837,0.25299,0.50519,0.37845,0.38638,0.22527,0.95255,1.91795,1.13686,0.00375,0,0.000365506,0.000365506,0.000365506
55,10668.9,0.91512,1.39256,0.88435,0.00257,0.84436,0.48155,0.41174,0.39885,0.25449,0.47934,0.40142,0.383,0.22856,0.95055,1.78307,1.11944,0.00377,0,0.000357893,0.000357893,0.000357893
56,10860.9,0.91586,1.40201,0.85223,0.00246,0.83478,0.42958,0.38449,0.42169,0.26565,0.45241,0.38412,0.41381,0.23798,0.957,1.84424,1.074,0.00379,0,0.00035028,0.00035028,0.00035028
57,11053.4,0.91312,1.3612,0.86889,0.00257,0.82218,0.42738,0.40854,0.40978,0.26547,0.43,0.39218,0.39604,0.23516,0.94124,1.8044,1.10104,0.00375,0,0.000342666,0.000342666,0.000342666
58,11245.8,0.90857,1.39901,0.89029,0.00264,0.84181,0.46066,0.42817,0.40088,0.25857,0.46458,0.42276,0.3908,0.23294,0.94081,1.81449,1.12415,0.0037,0,0.000335053,0.000335053,0.000335053
59,11437.7,0.95474,1.44002,0.89092,0.00267,0.85485,0.43928,0.41333,0.42706,0.27391,0.43444,0.40259,0.40286,0.24125,0.96402,1.83508,1.1,0.00383,0,0.00032744,0.00032744,0.00032744
60,11629.6,0.92072,1.38694,0.84117,0.00251,0.80161,0.3951,0.45664,0.42369,0.26643,0.37365,0.43522,0.39443,0.23216,0.9714,1.86645,1.10244,0.00384,0,0.000319827,0.000319827,0.000319827
61,11821.6,0.89672,1.37007,0.85011,0.00255,0.78486,0.38315,0.42228,0.41498,0.26982,0.37993,0.41098,0.40507,0.23952,0.93233,1.77555,1.12723,0.00371,0,0.000312214,0.000312214,0.000312214
62,12013.2,0.92987,1.37052,0.82814,0.00259,0.77296,0.35331,0.4233,0.39025,0.25032,0.36398,0.40119,0.37931,0.22224,0.94801,1.78892,1.10834,0.00377,0,0.000304601,0.000304601,0.000304601
63,12204.2,0.90137,1.35216,0.81516,0.00251,0.76719,0.40971,0.42921,0.42225,0.27084,0.51952,0.40634,0.40814,0.24541,0.93728,1.82497,1.07372,0.00372,0,0.000296988,0.000296988,0.000296988
64,12395.9,0.87614,1.32598,0.79348,0.00251,0.74708,0.5258,0.39463,0.38279,0.25149,0.50974,0.385,0.3744,0.22349,0.94564,1.86587,1.18801,0.00376,0,0.000289375,0.000289375,0.000289375
65,12587.5,0.90915,1.38692,0.84011,0.00262,0.78767,0.51643,0.37441,0.4011,0.24931,0.50358,0.36173,0.38264,0.22327,0.94577,1.83481,1.10834,0.00374,0,0.000281762,0.000281762,0.000281762
66,12779.1,0.89709,1.34152,0.8429,0.00255,0.81261,0.4172,0.40085,0.41287,0.26504,0.43305,0.38454,0.4049,0.23917,0.94751,1.81093,1.09201,0.00375,0,0.000274148,0.000274148,0.000274148
67,12970.2,0.87651,1.32403,0.78457,0.00241,0.75409,0.50123,0.40674,0.41127,0.25889,0.5173,0.38885,0.39543,0.23297,0.95773,1.84463,1.11421,0.00379,0,0.000266535,0.000266535,0.000266535
68,13162.7,0.87359,1.29469,0.75069,0.0024,0.70547,0.37995,0.43531,0.42594,0.26765,0.38829,0.42661,0.40961,0.23869,0.95003,1.85126,1.09847,0.00368,0,0.000258922,0.000258922,0.000258922
69,13354.7,0.89588,1.32258,0.75128,0.00243,0.71699,0.54819,0.38165,0.44485,0.27376,0.53572,0.38243,0.42917,0.24942,0.94204,1.82983,1.09376,0.0037,0,0.000251309,0.000251309,0.000251309
70,13546.6,0.88676,1.31699,0.75325,0.00255,0.70753,0.42907,0.41869,0.42822,0.27037,0.42721,0.40577,0.41461,0.24031,0.94025,1.86276,1.08289,0.00371,0,0.000243696,0.000243696,0.000243696
71,13738.7,0.89304,1.31691,0.76187,0.00251,0.70653,0.3938,0.4349,0.41577,0.26459,0.57517,0.37428,0.40991,0.23999,0.95213,1.86243,1.10708,0.0038,0,0.000236083,0.000236083,0.000236083
72,13930.8,0.88736,1.28407,0.73968,0.00241,0.68184,0.49971,0.41261,0.40068,0.26028,0.51064,0.40054,0.39336,0.23209,0.9552,1.91779,1.15572,0.00379,0,0.00022847,0.00022847,0.00022847
73,14122.7,0.8825,1.25744,0.73374,0.00244,0.63983,0.40772,0.42541,0.42595,0.27233,0.56572,0.39008,0.41312,0.24112,0.9264,1.84877,1.09665,0.00365,0,0.000220857,0.000220857,0.000220857
74,14314.6,0.85781,1.25262,0.70718,0.00233,0.66723,0.52421,0.42102,0.41997,0.266,0.54522,0.39651,0.40893,0.23853,0.94436,1.88918,1.16602,0.00372,0,0.000213244,0.000213244,0.000213244
75,14506.8,0.8699,1.25911,0.715,0.0023,0.69325,0.54553,0.39254,0.4001,0.2633,0.52102,0.39772,0.39661,0.23859,0.93576,1.91479,1.11429,0.00368,0,0.000205631,0.000205631,0.000205631
76,14698.3,0.84585,1.23795,0.71122,0.00234,0.66047,0.51601,0.39759,0.42243,0.26539,0.55544,0.38597,0.41271,0.23874,0.95791,1.93876,1.10618,0.00376,0,0.000198018,0.000198018,0.000198018
77,14890.1,0.89804,1.30026,0.73016,0.00246,0.69904,0.50021,0.41726,0.42144,0.2708,0.63194,0.4021,0.41086,0.23883,0.93341,1.93926,1.14006,0.0037,0,0.000190404,0.000190404,0.000190404
78,15082.1,0.85542,1.23881,0.69153,0.00237,0.63893,0.44396,0.43257,0.42196,0.27072,0.4276,0.40848,0.41087,0.24018,0.93299,1.93685,1.1068,0.00366,0,0.000182791,0.000182791,0.000182791
79,15274,0.83896,1.20756,0.67158,0.00234,0.63404,0.53602,0.42421,0.43992,0.27479,0.53552,0.41196,0.42237,0.24383,0.93103,1.95174,1.14012,0.00367,0,0.000175178,0.000175178,0.000175178
80,15466.3,0.8561,1.24649,0.71509,0.00239,0.63119,0.6907,0.40571,0.43339,0.27141,0.6583,0.40147,0.41574,0.24441,0.93699,1.93293,1.1373,0.00371,0,0.000167565,0.000167565,0.000167565
81,15658.7,0.8337,1.19025,0.66175,0.00218,0.62443,0.51677,0.42642,0.42378,0.27188,0.68872,0.37631,0.41313,0.24212,0.93981,1.96051,1.18824,0.00367,0,0.000159952,0.000159952,0.000159952
82,15850.5,0.8072,1.17874,0.64734,0.00227,0.58404,0.55277,0.39332,0.42155,0.26767,0.54602,0.38785,0.4075,0.2384,0.92962,1.92277,1.13839,0.00366,0,0.000152339,0.000152339,0.000152339
83,16042.6,0.84063,1.20557,0.64036,0.00231,0.62144,0.54218,0.40556,0.40836,0.2574,0.52926,0.39551,0.39417,0.2242,0.9345,1.94097,1.16582,0.00369,0,0.000144726,0.000144726,0.000144726
84,16234.7,0.83571,1.20102,0.64086,0.00226,0.59492,0.51131,0.41893,0.40369,0.257,0.50428,0.41587,0.39328,0.23286,0.94259,1.94551,1.13695,0.00373,0,0.000137113,0.000137113,0.000137113
85,16427,0.82049,1.1583,0.62773,0.00215,0.60391,0.49689,0.42704,0.40518,0.25517,0.48882,0.41761,0.39944,0.22715,0.93535,1.96051,1.17058,0.00367,0,0.0001295,0.0001295,0.0001295
86,16618.9,0.84484,1.17544,0.64856,0.00221,0.59769,0.53117,0.41248,0.42045,0.26593,0.65507,0.40157,0.40833,0.23517,0.93605,1.96116,1.15936,0.0037,0,0.000121887,0.000121887,0.000121887
87,16810.9,0.81349,1.16488,0.62391,0.0022,0.57657,0.5142,0.44103,0.42547,0.2697,0.51231,0.42354,0.40871,0.24,0.93189,1.93414,1.16181,0.00369,0,0.000114273,0.000114273,0.000114273
88,17003.2,0.79812,1.13108,0.60948,0.00213,0.56684,0.54409,0.40239,0.40599,0.26125,0.53635,0.39943,0.40197,0.232,0.9342,1.95871,1.17973,0.00368,0,0.00010666,0.00010666,0.00010666
89,17194.9,0.81532,1.17162,0.61773,0.00221,0.56124,0.55118,0.40688,0.409,0.26283,0.69049,0.37003,0.3936,0.23166,0.92716,1.98963,1.14546,0.00366,0,9.90472e-05,9.90472e-05,9.90472e-05
90,17386.9,0.82644,1.15019,0.61134,0.00215,0.57935,0.52205,0.41514,0.40078,0.25837,0.50649,0.40676,0.38637,0.22827,0.93467,1.97596,1.16279,0.00365,0,9.14341e-05,9.14341e-05,9.14341e-05
91,17579.5,0.79145,1.17405,0.57425,0.00247,0.39585,0.52721,0.41137,0.40627,0.2552,0.50705,0.39698,0.38315,0.22619,0.94007,2.00977,1.19702,0.00371,0,8.3821e-05,8.3821e-05,8.3821e-05
92,17768.9,0.78409,1.14054,0.55,0.00245,0.38905,0.50584,0.4448,0.40757,0.25882,0.49059,0.42854,0.38351,0.22645,0.94069,2.085,1.17657,0.00371,0,7.62079e-05,7.62079e-05,7.62079e-05
93,17958.6,0.75813,1.10902,0.53611,0.00236,0.37406,0.41206,0.43131,0.40876,0.25681,0.39917,0.41741,0.39319,0.2275,0.93939,2.04734,1.2167,0.0037,0,6.85948e-05,6.85948e-05,6.85948e-05
94,18148.1,0.7676,1.10724,0.54084,0.00237,0.37,0.43096,0.40632,0.40387,0.25798,0.56237,0.37108,0.38911,0.23046,0.93381,2.08131,1.19349,0.00368,0,6.09817e-05,6.09817e-05,6.09817e-05
95,18337.3,0.74794,1.08817,0.50186,0.00238,0.35118,0.53232,0.4227,0.40809,0.25773,0.52859,0.39385,0.39056,0.22655,0.93339,2.07308,1.19978,0.00367,0,5.33686e-05,5.33686e-05,5.33686e-05
96,18526.9,0.75615,1.10008,0.51733,0.00235,0.355,0.41846,0.4246,0.40924,0.26075,0.54595,0.38476,0.39663,0.23028,0.93397,2.10862,1.20356,0.00367,0,4.57555e-05,4.57555e-05,4.57555e-05
97,18716.2,0.75893,1.08347,0.50791,0.00234,0.34697,0.54542,0.4088,0.4105,0.26058,0.53492,0.40354,0.39415,0.23165,0.9281,2.07163,1.19891,0.00365,0,3.81424e-05,3.81424e-05,3.81424e-05
98,18905.7,0.73668,1.05707,0.49018,0.00231,0.33954,0.52031,0.43062,0.41264,0.2632,0.70221,0.38146,0.40244,0.23134,0.93346,2.08344,1.19552,0.00368,0,3.05293e-05,3.05293e-05,3.05293e-05
99,19095,0.72148,1.05344,0.47806,0.00226,0.33212,0.53613,0.4345,0.41177,0.26141,0.53134,0.42479,0.40138,0.2323,0.93084,2.07963,1.20942,0.00368,0,2.29162e-05,2.29162e-05,2.29162e-05
100,19284.2,0.73815,1.08789,0.49757,0.00234,0.35886,0.54673,0.41827,0.41282,0.262,0.53451,0.41329,0.39721,0.2322,0.93916,2.10243,1.2063,0.00371,0,1.53031e-05,1.53031e-05,1.53031e-05
