epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
65,7331.66,0.93414,1.43673,0.87842,0.00258,0.76075,0.4002,0.40511,0.41632,0.26467,0.38319,0.39489,0.4023,0.23631,1.02674,2.04625,1.29967,0.00403,0,0.000281762,0.000281762,0.000281762
66,7446.51,0.95389,1.43003,0.88191,0.00263,0.7806,0.59501,0.42128,0.41437,0.26334,0.59967,0.4093,0.40934,0.23491,1.06811,2.07725,1.31898,0.00419,0,0.000274148,0.000274148,0.000274148
67,7560.88,0.89528,1.37632,0.82127,0.00246,0.75008,0.36343,0.46532,0.41491,0.26773,0.3579,0.44968,0.40697,0.24094,1.01654,1.99777,1.27712,0.00396,0,0.000266535,0.000266535,0.000266535
68,7677.95,0.91199,1.37096,0.83346,0.00253,0.70763,0.581,0.41764,0.419,0.26341,0.577,0.41107,0.40926,0.23746,1.02775,1.94926,1.26794,0.00407,0,0.000258922,0.000258922,0.000258922
69,7794.14,0.88593,1.33473,0.80139,0.0024,0.72608,0.4593,0.47136,0.40828,0.26422,0.45372,0.46165,0.40108,0.24038,1.04193,1.99013,1.22575,0.00412,0,0.000251309,0.000251309,0.000251309
70,7905.76,0.91438,1.38032,0.79943,0.00249,0.71704,0.54559,0.43603,0.43413,0.26792,0.5446,0.43778,0.43428,0.24703,1.03617,1.97806,1.24063,0.00401,0,0.000243696,0.000243696,0.000243696
71,8023.31,0.92997,1.38708,0.84053,0.00243,0.75329,0.36314,0.48967,0.43459,0.28289,0.34644,0.45845,0.42837,0.2502,1.03304,1.97907,1.2951,0.00404,0,0.000236083,0.000236083,0.000236083
72,8136.7,0.91495,1.35785,0.79415,0.00249,0.72458,0.36508,0.41812,0.40565,0.2624,0.62336,0.37864,0.40137,0.23922,1.03685,1.99141,1.29826,0.00405,0,0.00022847,0.00022847,0.00022847
73,8249.11,0.89293,1.32025,0.7884,0.00246,0.68141,0.47335,0.41876,0.40733,0.26152,0.47975,0.40234,0.40432,0.2384,1.04888,2.0403,1.28061,0.00411,0,0.000220857,0.000220857,0.000220857
74,8367.26,0.88638,1.31243,0.76762,0.00229,0.71918,0.38006,0.45418,0.42245,0.26875,0.35102,0.4098,0.40319,0.24097,1.04468,2.06461,1.28617,0.00409,0,0.000213244,0.000213244,0.000213244
75,8480.27,0.88611,1.30674,0.78227,0.00239,0.70329,0.6235,0.41496,0.42484,0.2776,0.62541,0.40076,0.40825,0.24219,1.01772,2.05988,1.23547,0.00396,0,0.000205631,0.000205631,0.000205631
76,8592.32,0.90108,1.36121,0.78323,0.0024,0.72677,0.39888,0.46376,0.42344,0.27252,0.39666,0.46082,0.41851,0.2395,1.03065,2.08118,1.2754,0.00404,0,0.000198018,0.000198018,0.000198018
77,8708.7,0.88672,1.33199,0.77644,0.00236,0.68154,0.37927,0.49032,0.43152,0.2678,0.36995,0.47902,0.42268,0.23688,1.05731,2.05223,1.27542,0.00414,0,0.000190404,0.000190404,0.000190404
78,8819.27,0.87516,1.29728,0.73661,0.00238,0.65131,0.42176,0.44686,0.43853,0.2749,0.39938,0.45499,0.41774,0.24212,1.05574,2.07144,1.29091,0.00416,0,0.000182791,0.000182791,0.000182791
79,8931.77,0.88738,1.30209,0.74621,0.00238,0.6654,0.43235,0.47617,0.43323,0.27034,0.39611,0.4518,0.41622,0.24,1.03234,2.09157,1.30643,0.00406,0,0.000175178,0.000175178,0.000175178
80,9044.41,0.87107,1.29273,0.73604,0.00236,0.64629,0.48419,0.40861,0.4312,0.26787,0.48246,0.40088,0.42741,0.24218,1.06587,2.1231,1.32389,0.00422,0,0.000167565,0.000167565,0.000167565
81,9156.22,0.87501,1.29189,0.72354,0.00234,0.64451,0.36181,0.49493,0.43453,0.27824,0.36741,0.47346,0.42293,0.24555,1.04554,2.10917,1.29006,0.00409,0,0.000159952,0.000159952,0.000159952
82,9275.1,0.86219,1.26563,0.72844,0.00232,0.63425,0.46748,0.45424,0.41084,0.26459,0.50277,0.40879,0.40083,0.23631,1.0359,2.13554,1.32292,0.00404,0,0.000152339,0.000152339,0.000152339
83,9388.17,0.86353,1.26878,0.72021,0.00242,0.6234,0.40839,0.49073,0.42906,0.27306,0.4037,0.46373,0.42384,0.24599,1.04417,2.0939,1.26821,0.00408,0,0.000144726,0.000144726,0.000144726
84,9501.09,0.87983,1.31067,0.71659,0.00224,0.65372,0.49935,0.39713,0.42153,0.27076,0.50104,0.39884,0.41491,0.24512,1.0346,2.0277,1.26794,0.00405,0,0.000137113,0.000137113,0.000137113
85,9612.16,0.85618,1.26269,0.68355,0.00226,0.62487,0.52636,0.39363,0.43974,0.28076,0.5169,0.39012,0.43159,0.25294,1.02533,2.09051,1.28383,0.004,0,0.0001295,0.0001295,0.0001295
86,9724.39,0.85281,1.23714,0.68664,0.00223,0.61357,0.53516,0.3923,0.43326,0.27829,0.51798,0.39539,0.42301,0.24909,1.03505,2.0692,1.25422,0.00406,0,0.000121887,0.000121887,0.000121887
87,9839.2,0.85645,1.24754,0.69123,0.00231,0.60385,0.48413,0.44787,0.42197,0.26863,0.54386,0.3919,0.41504,0.24262,1.04065,2.12054,1.26548,0.00407,0,0.000114273,0.000114273,0.000114273
88,9955.55,0.85801,1.26082,0.70463,0.00229,0.6211,0.5033,0.42771,0.41226,0.26692,0.51339,0.43367,0.405,0.23872,1.03215,2.12652,1.32917,0.00403,0,0.00010666,0.00010666,0.00010666
89,10065.7,0.83923,1.22075,0.6793,0.00224,0.59276,0.49611,0.42651,0.43507,0.27471,0.62812,0.39057,0.41775,0.24524,1.04174,2.08946,1.2847,0.0041,0,9.90472e-05,9.90472e-05,9.90472e-05
90,10176.8,0.83995,1.2072,0.65968,0.00222,0.58477,0.49934,0.43128,0.43436,0.27071,0.64629,0.39439,0.42459,0.24192,1.03678,2.11386,1.29383,0.00406,0,9.14341e-05,9.14341e-05,9.14341e-05
91,10294.8,0.8385,1.26082,0.66163,0.00267,0.42434,0.53105,0.41942,0.4344,0.27553,0.51946,0.39802,0.41668,0.24461,1.05123,2.29119,1.28342,0.00411,0,8.3821e-05,8.3821e-05,8.3821e-05
92,10402.1,0.841,1.25387,0.65213,0.00262,0.41831,0.52084,0.42472,0.42351,0.26663,0.51965,0.41149,0.41476,0.23777,1.06413,2.32847,1.25735,0.00418,0,7.62079e-05,7.62079e-05,7.62079e-05
93,10508.3,0.80999,1.19391,0.60329,0.00251,0.3744,0.5222,0.42852,0.4275,0.26435,0.64223,0.40661,0.41722,0.23714,1.07084,2.36124,1.27674,0.0042,0,6.85948e-05,6.85948e-05,6.85948e-05
94,10615.3,0.81907,1.20363,0.60045,0.00253,0.3762,0.50928,0.43961,0.4294,0.2676,0.52814,0.4126,0.41588,0.23965,1.06422,2.30767,1.25484,0.00417,0,6.09817e-05,6.09817e-05,6.09817e-05
95,10725.1,0.79885,1.20551,0.59511,0.00256,0.39327,0.51669,0.42886,0.43112,0.27038,0.52466,0.41235,0.4213,0.24326,1.04365,2.16152,1.29138,0.00408,0,5.33686e-05,5.33686e-05,5.33686e-05
96,10832.6,0.79902,1.18416,0.59173,0.00248,0.36232,0.49732,0.43517,0.42889,0.27083,0.51009,0.41159,0.42234,0.24418,1.04142,2.15041,1.2852,0.00408,0,4.57555e-05,4.57555e-05,4.57555e-05
97,10937,0.80274,1.18825,0.59236,0.0025,0.37132,0.51331,0.43165,0.42923,0.26867,0.6467,0.39944,0.42092,0.24184,1.05445,2.16507,1.24622,0.00412,0,3.81424e-05,3.81424e-05,3.81424e-05
98,11041.8,0.77644,1.17724,0.577,0.00246,0.37095,0.54912,0.39691,0.42598,0.26776,0.55098,0.39579,0.41896,0.24253,1.04658,2.14063,1.28869,0.00409,0,3.05293e-05,3.05293e-05,3.05293e-05
99,11146.5,0.76915,1.16352,0.5717,0.00245,0.35484,0.53434,0.41107,0.42472,0.268,0.53407,0.40443,0.41654,0.23972,1.04335,2.14825,1.28036,0.00407,0,2.29162e-05,2.29162e-05,2.29162e-05
100,11251.1,0.78982,1.21091,0.58029,0.00254,0.37405,0.53465,0.42563,0.42662,0.26816,0.53267,0.41125,0.41785,0.24092,1.04522,2.16056,1.28032,0.00408,0,1.53031e-05,1.53031e-05,1.53031e-05
