epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
27,3293.06,0.99985,1.66465,1.14002,0.00294,1.06884,0.64831,0.37971,0.3914,0.24541,0.65376,0.38759,0.37594,0.22158,0.97875,1.73584,1.16579,0.00392,0,0.000571059,0.000571059,0.000571059
28,3414.38,1.03331,1.67888,1.20254,0.00298,1.07245,0.45979,0.40298,0.36168,0.22833,0.44959,0.39698,0.35402,0.20269,0.97299,1.79734,1.19452,0.00388,0,0.000563446,0.000563446,0.000563446
29,3536.37,1.02553,1.6404,1.15778,0.00288,1.01354,0.57573,0.32236,0.36599,0.23609,0.59805,0.31303,0.35739,0.20948,0.97968,1.75816,1.22618,0.00389,0,0.000555833,0.000555833,0.000555833
30,3659.18,1.03041,1.68776,1.13803,0.00302,0.99853,0.53039,0.31721,0.37491,0.24389,0.51846,0.31276,0.36631,0.21373,0.94808,1.81905,1.26037,0.00379,0,0.00054822,0.00054822,0.00054822
31,3780.76,1.01089,1.61884,1.12443,0.00277,1.0605,0.44963,0.39463,0.44572,0.26852,0.43868,0.3844,0.42999,0.2348,0.97956,1.77057,1.15859,0.00393,0,0.000540607,0.000540607,0.000540607
32,3899.22,0.98582,1.5995,1.09512,0.00282,0.99034,0.57488,0.41249,0.38719,0.2453,0.45619,0.41235,0.38341,0.21643,0.96463,1.78827,1.17693,0.00386,0,0.000532994,0.000532994,0.000532994
33,4016.72,1.05017,1.67716,1.15279,0.00298,1.03589,0.34552,0.45469,0.3683,0.22798,0.33592,0.44094,0.34859,0.20457,0.96429,1.82087,1.20693,0.00386,0,0.000525381,0.000525381,0.000525381
34,4133.94,1.03577,1.65302,1.13421,0.00287,1.04039,0.46988,0.35392,0.37086,0.24491,0.46224,0.34544,0.36108,0.21275,0.96122,1.84903,1.20918,0.0038,0,0.000517768,0.000517768,0.000517768
35,4251.02,1.0149,1.62898,1.05893,0.00299,0.9974,0.57294,0.38685,0.37867,0.24584,0.57354,0.34391,0.3557,0.21637,0.99778,1.89975,1.18717,0.00401,0,0.000510155,0.000510155,0.000510155
36,4368.05,1.03087,1.65217,1.12424,0.00296,1.02906,0.4811,0.37897,0.4139,0.26308,0.52884,0.35101,0.39479,0.23112,0.97016,1.79211,1.11188,0.00385,0,0.000502541,0.000502541,0.000502541
